chr	TSS	Strand	Gene_symbol
chr2	73298965	-	SFXN5
chr17	48243365	+	SGCA
chr4	52904485	-	SGCB
chr5	155753766	+	SGCD
chr7	94285521	-	SGCE
chr13	23755059	+	SGCG
chr8	15095792	-	SGCZ
chr1	66999824	+	SGIP1
chr6	134639196	-	SGK1
chr20	42187634	+	SGK2
chr8	8239344	-	SGK223
chr8	67624652	+	SGK3
chr17	26941211	-	SGK494
chr10	52383737	-	SGMS1
chr4	108745720	+	SGMS2
chr3	20227724	-	SGOL1
chr3	20215735	+	SGOL1-AS1
chr2	201390864	+	SGOL2
chr10	72575703	+	SGPL1
chr14	64194756	-	SGPP1
chr2	223289321	+	SGPP2
chr17	78194199	-	SGSH
chr22	25202135	+	SGSM1
chr17	2240805	+	SGSM2
chr22	40766565	+	SGSM3
chr19	2783354	-	SGTA
chr5	65017941	-	SGTB
chr16	28875077	+	SH2B1
chr7	101928352	+	SH2B2
chr12	111843751	+	SH2B3
chrX	123480131	+	SH2D1A
chr1	162381928	-	SH2D1B
chr1	156786640	-	SH2D2A
chr19	6767523	-	SH2D3A
chr9	130541048	-	SH2D3C
chr8	19171080	+	SH2D4A
chr10	82297657	+	SH2D4B
chr1	21059133	-	SH2D5
chr2	85661917	+	SH2D6
chr15	78384926	+	SH2D7
chr21	40817796	+	SH3BGR
chrX	80457302	+	SH3BGRL
chr6	80340999	+	SH3BGRL2
chr1	26606212	+	SH3BGRL3
chr22	38035683	+	SH3BP1
chr4	2794749	+	SH3BP2
chr2	235860627	+	SH3BP4
chr3	15382901	-	SH3BP5
chr3	15295690	+	SH3BP5-AS1
chr1	249120154	-	SH3BP5L
chr4	152149182	-	SH3D19
chr1	36771993	+	SH3D21
chr19	4400565	-	SH3GL1
chr17	30367354	+	SH3GL1P1
chr17	28951335	+	SH3GL1P2
chr9	17578951	+	SH3GL2
chr15	84115979	+	SH3GL3
chr1	87170252	+	SH3GLB1
chr9	131790632	-	SH3GLB2
chrX	19905744	-	SH3KBP1
chr10	105615164	-	SH3PXD2A
chr10	105506536	+	SH3PXD2A-AS1
chr5	171881527	-	SH3PXD2B
chr4	170192249	-	SH3RF1
chr5	145316125	+	SH3RF2
chr2	109745996	+	SH3RF3
chr2	109746575	-	SH3RF3-AS1
chr4	8201059	+	SH3TC1
chr5	148442737	-	SH3TC2
chr2	264866	-	SH3YL1
chr19	51220195	-	SHANK1
chr11	70935842	-	SHANK2
chr11	70477198	+	SHANK2-AS1
chr11	70708894	+	SHANK2-AS3
chr22	51113069	+	SHANK3
chr8	145159140	-	SHARPIN
chr9	38069210	-	SHB
chr17	7517381	+	SHBG
chr1	154946959	-	SHC1
chr19	460996	-	SHC2
chr9	91793682	-	SHC3
chr15	49255641	-	SHC4
chr16	46655311	-	SHCBP1
chr1	182922553	-	SHCBP1L
chr19	4278597	+	SHD
chr1	154474526	-	SHE
chr15	45493373	-	SHF
chr7	96339203	-	SHFM1
chr7	155604967	-	SHH
chr13	26625198	-	SHISA2
chr4	42399855	+	SHISA3
chr1	201857796	+	SHISA4
chr3	48542259	-	SHISA5
chr17	11144739	+	SHISA6
chr19	55954230	-	SHISA7
chr22	42310671	-	SHISA8
chr16	12995476	+	SHISA9
chr19	41082756	+	SHKBP1
chr17	18266877	-	SHMT1
chr12	57623355	+	SHMT2
chr10	112679300	+	SHOC2
chrX	535078	+	SHOX
chr3	157823952	-	SHOX2
chr17	3539616	-	SHPK
chr6	146285233	-	SHPRH
chr3	72897598	-	SHQ1
chr5	132166590	-	SHROOM1
chrX	9754495	+	SHROOM2
chr4	77356252	+	SHROOM3
chrX	50557044	-	SHROOM4
chr3	164796283	-	SI
chr11	124546199	-	SIAE
chr16	48419229	-	SIAH1
chr3	150481263	-	SIAH2
chr13	46425846	-	SIAH3
chr3	113251217	+	SIDT1
chr11	117049938	+	SIDT2
chr11	417397	-	SIGIRR
chr20	3687775	-	SIGLEC1
chr19	51921057	-	SIGLEC10
chr19	50464429	-	SIGLEC11
chr19	52005043	-	SIGLEC12
chr19	52150132	-	SIGLEC14
chr18	43405544	+	SIGLEC15
chr19	50472911	+	SIGLEC16
chr19	51670584	+	SIGLEC17P
chr19	52133727	-	SIGLEC5
chr19	52035110	-	SIGLEC6
chr19	51645557	+	SIGLEC7
chr19	51961708	-	SIGLEC8
chr19	51628136	+	SIGLEC9
chr19	51754331	+	SIGLECL1
chr9	34637823	-	SIGMAR1
chr21	44847002	-	SIK1
chr11	111473169	+	SIK2
chr11	116969131	-	SIK3
chr1	115323308	-	SIKE1
chr5	138534065	-	SIL1
chr6	100911551	-	SIM1
chr21	38071432	+	SIM2
chr5	175665369	+	SIMC1
chr15	75748124	-	SIN3A
chr19	16940197	+	SIN3B
chr11	65405577	+	SIPA1
chr14	71996028	+	SIPA1L1
chr1	232651243	-	SIPA1L2
chr19	38397860	+	SIPA1L3
chr20	1874812	+	SIRPA
chr20	1600689	-	SIRPB1
chr20	1472233	-	SIRPB2
chr20	1538343	-	SIRPD
chr20	1638425	-	SIRPG
chr20	1614153	+	SIRPG-AS1
chr10	69644426	+	SIRT1
chr19	39390502	-	SIRT2
chr11	236362	-	SIRT3
chr12	120740123	+	SIRT4
chr6	13574760	+	SIRT5
chr19	4182596	-	SIRT6
chr17	79876058	-	SIRT7
chr9	35650947	-	SIT1
chr14	105219469	+	SIVA1
chr14	61116155	-	SIX1
chr2	45236542	-	SIX2
chr2	45169036	+	SIX3
chr2	45169017	-	SIX3-AS1
chr14	61190852	-	SIX4
chr19	46272497	-	SIX5
chr14	60975937	+	SIX6
chr18	47901391	+	SKA1
chr17	57232800	-	SKA2
chr13	21750741	-	SKA3
chr17	46507594	-	SKAP1
chr7	26904341	-	SKAP2
chr1	2160133	+	SKI
chr10	21814611	-	SKIDA1
chr3	170075472	+	SKIL
chr1	48648100	-	SKINTL
chr6	31926580	+	SKIV2L
chr5	54603575	+	SKIV2L2
chr15	68112041	+	SKOR1
chr18	44775554	-	SKOR2
chr5	133512724	-	SKP1
chr12	17141680	+	SKP1P2
chr5	36152144	+	SKP2
chr8	134115310	-	SLA
chr20	35274619	-	SLA2
chr13	78271988	+	SLAIN1
chr4	48343612	+	SLAIN2
chr1	160617101	-	SLAMF1
chr1	160493052	-	SLAMF6
chr1	160708846	+	SLAMF7
chr1	159796478	+	SLAMF8
chr1	159924044	-	SLAMF9
chr4	1714030	-	SLBP
chr14	70264006	-	SLC10A1
chr13	103719196	-	SLC10A2
chrX	153719029	-	SLC10A3
chr4	48485359	+	SLC10A4
chr8	82607207	-	SLC10A5
chr4	87770416	-	SLC10A6
chr4	147443123	-	SLC10A7
chr2	219246751	+	SLC11A1
chr12	51422058	-	SLC11A2
chr15	48498497	+	SLC12A1
chr5	127419482	+	SLC12A2
chr16	56899118	+	SLC12A3
chr16	68002597	-	SLC12A4
chr20	44650328	+	SLC12A5
chr15	34630265	-	SLC12A6
chr5	1112172	-	SLC12A7
chr3	124931609	-	SLC12A8
chr7	100450340	+	SLC12A9
chr7	122840025	-	SLC13A1
chr17	26800663	+	SLC13A2
chr20	45313124	-	SLC13A3
chr7	135412933	-	SLC13A4
chr17	6616740	-	SLC13A5
chr18	43304091	+	SLC14A1
chr18	42792946	+	SLC14A2
chr18	43087001	-	SLC14A2-AS1
chr13	99404929	-	SLC15A1
chr3	121613170	+	SLC15A2
chr11	60719257	-	SLC15A3
chr12	129308541	-	SLC15A4
chr12	16430619	-	SLC15A5
chr1	113498975	-	SLC16A1
chr1	113499036	+	SLC16A1-AS1
chr6	111408780	+	SLC16A10
chr17	6947242	-	SLC16A11
chr10	91295313	-	SLC16A12
chr10	91215747	+	SLC16A12-AS1
chr17	6939393	+	SLC16A13
chr2	230933715	-	SLC16A14
chrX	73641327	+	SLC16A2
chr17	80186281	+	SLC16A3
chr1	110933704	-	SLC16A4
chr17	73083821	+	SLC16A5
chr17	66287405	-	SLC16A6
chr12	59989820	+	SLC16A7
chr22	38479170	-	SLC16A8
chr10	61469649	-	SLC16A9
chr6	25832287	-	SLC17A1
chr6	25930954	-	SLC17A2
chr6	25874471	-	SLC17A3
chr6	25754926	+	SLC17A4
chr6	74363737	-	SLC17A5
chr11	22359666	+	SLC17A6
chr19	49944808	-	SLC17A7
chr12	100750856	+	SLC17A8
chr20	61583998	+	SLC17A9
chr8	20040717	-	SLC18A1
chr10	119000583	+	SLC18A2
chr10	50818346	+	SLC18A3
chr6	133119747	-	SLC18B1
chr21	46962385	-	SLC19A1
chr1	169455208	-	SLC19A2
chr2	228582745	-	SLC19A3
chr9	4490426	+	SLC1A1
chr11	35441610	-	SLC1A2
chr5	36606456	+	SLC1A3
chr2	65215578	+	SLC1A4
chr19	47291842	-	SLC1A5
chr19	15121455	-	SLC1A6
chr1	53608304	-	SLC1A7
chr2	113403433	+	SLC20A1
chr8	42397356	-	SLC20A2
chr6	160542862	+	SLC22A1
chr11	63057429	+	SLC22A10
chr11	64323097	+	SLC22A11
chr11	64358281	+	SLC22A12
chr3	38307297	+	SLC22A13
chr3	38347444	+	SLC22A14
chr1	116519118	+	SLC22A15
chr6	110797844	-	SLC22A16
chr14	23822121	-	SLC22A17
chr11	2920950	+	SLC22A18
chr11	2925175	-	SLC22A18AS
chr6	160679963	-	SLC22A2
chr11	64981310	+	SLC22A20
chr6	3456793	-	SLC22A23
chr11	62911693	-	SLC22A24
chr11	62997124	-	SLC22A25
chr6	160769404	+	SLC22A3
chr16	89266529	-	SLC22A31
chr5	131630144	+	SLC22A4
chr5	131705400	+	SLC22A5
chr11	62752495	-	SLC22A6
chr6	43265997	+	SLC22A7
chr11	62783317	-	SLC22A8
chr11	63137260	+	SLC22A9
chr5	138719039	-	SLC23A1
chr20	4990939	-	SLC23A2
chr2	220034817	-	SLC23A3
chr15	65903742	+	SLC24A1
chr9	19787017	-	SLC24A2
chr20	19193289	+	SLC24A3
chr14	92788924	+	SLC24A4
chr15	48413168	+	SLC24A5
chr22	19166376	-	SLC25A1
chr17	79679265	+	SLC25A10
chr17	4843462	-	SLC25A11
chr2	172750816	-	SLC25A12
chr7	95951459	-	SLC25A13
chrX	129473861	+	SLC25A14
chr13	41363546	+	SLC25A15
chr10	70287280	-	SLC25A16
chr22	41215403	-	SLC25A17
chr22	18043182	+	SLC25A18
chr17	73285530	-	SLC25A19
chr5	140683612	-	SLC25A2
chr3	48936426	-	SLC25A20
chr14	37641865	-	SLC25A21
chr14	37641230	+	SLC25A21-AS1
chr11	798269	-	SLC25A22
chr19	6459781	-	SLC25A23
chr1	108742980	-	SLC25A24
chr9	130830478	+	SLC25A25
chr9	130881013	-	SLC25A25-AS1
chr3	66119284	+	SLC25A26
chr6	46620651	+	SLC25A27
chr10	101380221	-	SLC25A28
chr14	100772884	-	SLC25A29
chr12	98987402	+	SLC25A3
chr13	45992590	-	SLC25A30
chr13	45992296	+	SLC25A30-AS1
chr4	128651554	+	SLC25A31
chr8	104427563	-	SLC25A32
chr1	9599527	+	SLC25A33
chr1	16062808	+	SLC25A34
chr17	8198170	-	SLC25A35
chr3	140660661	+	SLC25A36
chr8	23386362	+	SLC25A37
chr3	39424814	+	SLC25A38
chr17	42402217	-	SLC25A39
chr1	53905693	-	SLC25A3P1
chr4	186064416	+	SLC25A4
chr7	87505692	-	SLC25A40
chr19	6433790	-	SLC25A41
chr19	19174802	+	SLC25A42
chrX	118533257	+	SLC25A43
chr1	156163722	+	SLC25A44
chr11	65151172	-	SLC25A45
chr5	110074753	+	SLC25A46
chr14	100789678	+	SLC25A47
chr5	135170364	+	SLC25A48
chrX	118602362	+	SLC25A5
chrX	118603083	-	SLC25A5-AS1
chr9	37904350	-	SLC25A51
chr6	66497771	+	SLC25A51P1
chr18	29340843	-	SLC25A52
chrX	103401708	-	SLC25A53
chrX	1511039	-	SLC25A6
chr4	987228	-	SLC26A1
chr12	58013692	+	SLC26A10
chr17	78194199	+	SLC26A11
chr5	149340299	+	SLC26A2
chr7	107443678	-	SLC26A3
chr7	107301079	+	SLC26A4
chr7	107302243	-	SLC26A4-AS1
chr7	103086624	-	SLC26A5
chr3	48672926	-	SLC26A6
chr8	92221721	+	SLC26A7
chr6	35992413	-	SLC26A8
chr1	205912588	-	SLC26A9
chr19	17581299	+	SLC27A1
chr15	50474392	+	SLC27A2
chr1	153747767	+	SLC27A3
chr9	131102838	+	SLC27A4
chr19	59023432	-	SLC27A5
chr5	128301209	+	SLC27A6
chr15	85427891	+	SLC28A1
chr15	45544427	+	SLC28A2
chr9	86983413	-	SLC28A3
chr6	44187241	+	SLC29A1
chr11	66139947	-	SLC29A2
chr10	73079009	+	SLC29A3
chr7	5322560	+	SLC29A4
chr1	43424847	-	SLC2A1
chr1	43424719	+	SLC2A1-AS1
chr20	45338278	+	SLC2A10
chr22	24198889	+	SLC2A11
chr6	134373789	-	SLC2A12
chr12	40499661	-	SLC2A13
chr12	8043792	-	SLC2A14
chr3	170744768	-	SLC2A2
chr12	8088892	-	SLC2A3
chr17	7185053	+	SLC2A4
chr20	62371210	+	SLC2A4RG
chr1	9129887	-	SLC2A5
chr9	136344276	-	SLC2A6
chr1	9086404	-	SLC2A7
chr9	130159416	+	SLC2A8
chr4	10041872	-	SLC2A9
chr1	211752099	-	SLC30A1
chr1	220101993	-	SLC30A10
chr1	26372604	-	SLC30A2
chr2	27485960	-	SLC30A3
chr15	45815002	-	SLC30A4
chr5	68389775	+	SLC30A5
chr2	32390909	+	SLC30A6
chr1	101361631	+	SLC30A7
chr8	117962511	+	SLC30A8
chr4	41992522	+	SLC30A9
chr9	115983807	+	SLC31A1
chr9	115913237	+	SLC31A2
chr20	37353104	+	SLC32A1
chr3	155572248	-	SLC33A1
chr5	176811431	+	SLC34A1
chr4	25657434	+	SLC34A2
chr9	140125208	+	SLC34A3
chr6	88182642	+	SLC35A1
chrX	48769235	-	SLC35A2
chr1	100435344	+	SLC35A3
chr5	139944419	+	SLC35A4
chr3	112280856	+	SLC35A5
chr17	47785313	-	SLC35B1
chr6	44225627	-	SLC35B2
chr6	8435800	-	SLC35B3
chr7	134001827	-	SLC35B4
chr11	45825622	+	SLC35C1
chr20	44993097	-	SLC35C2
chr1	67520080	-	SLC35D1
chr9	99145992	-	SLC35D2
chr6	137243401	+	SLC35D3
chr19	16683193	-	SLC35E1
chr1	1677438	-	SLC35E2
chr1	1624243	-	SLC35E2B
chr12	69139935	+	SLC35E3
chr22	31031792	+	SLC35E4
chr6	118228688	+	SLC35F1
chr11	107729914	-	SLC35F2
chr1	234040457	+	SLC35F3
chr14	58332592	-	SLC35F4
chr2	114514400	-	SLC35F5
chr2	26987141	+	SLC35F6
chr10	95653729	+	SLC35G1
chr3	136537860	+	SLC35G2
chr17	33521412	-	SLC35G3
chr18	11609556	+	SLC35G4
chr8	11188494	+	SLC35G5
chr17	7384720	+	SLC35G6
chr5	150827162	+	SLC36A1
chr5	150727151	-	SLC36A2
chr5	150683334	-	SLC36A3
chr11	92931141	-	SLC36A4
chr21	43919741	+	SLC37A1
chr11	124933012	+	SLC37A2
chr7	140098350	-	SLC37A3
chr11	118901616	-	SLC37A4
chr12	46663208	-	SLC38A1
chr17	79269139	-	SLC38A10
chr2	165812035	-	SLC38A11
chr12	46766645	-	SLC38A2
chr3	50242678	+	SLC38A3
chr12	47219780	-	SLC38A4
chrX	48328644	-	SLC38A5
chr14	61447831	+	SLC38A6
chr16	58718674	-	SLC38A7
chr16	84075762	-	SLC38A8
chr5	55008163	-	SLC38A9
chr1	153940660	-	SLC39A1
chr2	196521531	+	SLC39A10
chr17	71088853	-	SLC39A11
chr10	18240767	+	SLC39A12
chr10	18299491	-	SLC39A12-AS1
chr11	47430045	+	SLC39A13
chr8	22224761	+	SLC39A14
chr14	21467413	+	SLC39A2
chr19	2740074	-	SLC39A3
chr8	145642279	-	SLC39A4
chr12	56623819	+	SLC39A5
chr18	33709357	-	SLC39A6
chr6	33168602	+	SLC39A7
chr4	103266655	-	SLC39A8
chr14	69865095	+	SLC39A9
chr2	44502596	+	SLC3A1
chr11	62623483	+	SLC3A2
chr2	190445537	-	SLC40A1
chr1	205782161	-	SLC41A1
chr12	105322472	-	SLC41A2
chr3	125820391	-	SLC41A3
chr11	57283192	-	SLC43A1
chr17	1532180	-	SLC43A2
chr11	57195053	-	SLC43A3
chr9	108006893	+	SLC44A1
chr19	10713120	+	SLC44A2
chr1	95285897	+	SLC44A3
chr6	31846823	-	SLC44A4
chr1	76076799	-	SLC44A5
chr1	8378144	+	SLC45A1
chr5	33984780	-	SLC45A2
chr1	205649630	-	SLC45A3
chr8	142264728	-	SLC45A4
chr17	26733230	-	SLC46A1
chr9	115653193	-	SLC46A2
chr13	29293150	-	SLC46A3
chr17	19437166	+	SLC47A1
chr17	19620043	-	SLC47A2
chr12	48166966	+	SLC48A1
chr17	42345502	-	SLC4A1
chr2	162480844	+	SLC4A10
chr20	3219887	-	SLC4A11
chr2	27886337	+	SLC4A1AP
chr7	150755298	+	SLC4A2
chr2	220492291	+	SLC4A3
chr4	72053002	+	SLC4A4
chr2	74570534	-	SLC4A5
chr3	27525911	-	SLC4A7
chr12	51785100	+	SLC4A8
chr5	139739786	+	SLC4A9
chr1	155107819	+	SLC50A1
chr3	195943382	+	SLC51A
chr15	65337707	+	SLC51B
chr17	4938727	-	SLC52A1
chr8	145582216	+	SLC52A2
chr20	749228	-	SLC52A3
chr22	32439018	+	SLC5A1
chr17	18853988	+	SLC5A10
chr16	24857183	+	SLC5A11
chr11	26743574	-	SLC5A12
chr16	31494438	+	SLC5A2
chr21	35445822	+	SLC5A3
chr22	32651318	-	SLC5A4
chr19	17982781	+	SLC5A5
chr2	27435175	-	SLC5A6
chr2	108602994	+	SLC5A7
chr12	101604016	-	SLC5A8
chr1	48688356	+	SLC5A9
chr3	11034419	+	SLC6A1
chr3	11060910	-	SLC6A1-AS1
chr16	32896463	-	SLC6A10P
chr3	10857916	+	SLC6A11
chr12	323371	-	SLC6A12
chr12	372039	-	SLC6A13
chrX	115567746	+	SLC6A14
chr12	85306608	-	SLC6A15
chr19	49828474	-	SLC6A16
chr1	110693131	+	SLC6A17
chr5	1225469	+	SLC6A18
chr5	1201709	+	SLC6A19
chr16	55689541	+	SLC6A2
chr3	45838035	-	SLC6A20
chr5	1445543	-	SLC6A3
chr17	28562986	-	SLC6A4
chr11	20620945	+	SLC6A5
chr3	14444075	+	SLC6A6
chr5	149569519	+	SLC6A7
chrX	152953751	+	SLC6A8
chr1	44497164	-	SLC6A9
chr13	30169825	-	SLC7A1
chr19	33716756	-	SLC7A10
chr4	139163503	-	SLC7A11
chr4	139010167	+	SLC7A11-AS1
chr8	87242604	-	SLC7A13
chr3	170303863	-	SLC7A14
chr8	17354596	+	SLC7A2
chrX	70150975	-	SLC7A3
chr22	21386847	-	SLC7A4
chr16	87903100	-	SLC7A5
chr16	29625038	-	SLC7A5P1
chr16	21531765	-	SLC7A5P2
chr16	68298418	+	SLC7A6
chr16	68344868	-	SLC7A6OS
chr14	23289020	-	SLC7A7
chr14	23652869	-	SLC7A8
chr19	33360683	-	SLC7A9
chr2	40739575	-	SLC8A1
chr2	40144773	+	SLC8A1-AS1
chr19	47975307	-	SLC8A2
chr14	70655787	-	SLC8A3
chr12	113772925	-	SLC8B1
chr1	27481621	-	SLC9A1
chr2	103236165	+	SLC9A2
chr5	524549	-	SLC9A3
chr17	72744750	+	SLC9A3R1
chr16	2076868	+	SLC9A3R2
chr2	103089761	+	SLC9A4
chr16	67282854	+	SLC9A5
chrX	135067582	+	SLC9A6
chrX	46618607	-	SLC9A7
chr12	98850923	-	SLC9A7P1
chr20	48429249	+	SLC9A8
chr3	143567373	-	SLC9A9
chr3	143061087	+	SLC9A9-AS1
chr4	103940896	-	SLC9B1
chr4	103998528	-	SLC9B2
chr3	112013074	-	SLC9C1
chr1	173572233	-	SLC9C2
chr12	21548371	-	SLCO1A2
chr12	21284127	+	SLCO1B1
chr12	20963637	+	SLCO1B3
chr12	21168629	+	SLCO1B7
chr12	20848288	+	SLCO1C1
chr3	133748920	-	SLCO2A1
chr11	74862031	+	SLCO2B1
chr15	92396937	+	SLCO3A1
chr20	61273796	+	SLCO4A1
chr20	61297973	-	SLCO4A1-AS1
chr5	101632253	-	SLCO4C1
chr8	70747299	-	SLCO5A1
chr5	101834720	-	SLCO6A1
chr4	185720200	-	SLED1
chr17	33700720	-	SLFN11
chr17	33760195	-	SLFN12
chr17	33814758	-	SLFN12L
chr17	33775856	-	SLFN13
chr17	33885110	-	SLFN14
chr17	33570085	+	SLFN5
chr1	41487427	-	SLFNL1
chr1	41480261	+	SLFNL1-AS1
chr14	78174413	+	SLIRP
chr10	98945683	-	SLIT1
chr10	98862512	+	SLIT1-AS1
chr4	20255186	+	SLIT2
chr4	20393811	+	SLIT2-IT1
chr5	168728133	-	SLIT3
chr13	84456528	-	SLITRK1
chrX	144899346	+	SLITRK2
chr3	164914469	-	SLITRK3
chrX	142723926	-	SLITRK4
chr13	88324869	+	SLITRK5
chr13	86373483	-	SLITRK6
chr10	105727469	+	SLK
chr3	57743173	+	SLMAP
chr18	12407894	+	SLMO1
chr20	57617901	-	SLMO2
chr20	57617901	-	SLMO2-ATP5E
chr11	107582787	-	SLN
chr20	43883205	-	SLPI
chr15	59225852	-	SLTM
chr5	159846168	-	SLU7
chr8	143823829	-	SLURP1
chr16	29465821	+	SLX1A
chr16	29466411	+	SLX1A-SULT1A3
chr16	29465821	+	SLX1B
chr16	29466411	+	SLX1B-SULT1A4
chr16	3661585	-	SLX4
chr20	10415950	+	SLX4IP
chr5	69586004	-	SMA4
chr5	69881549	-	SMA5
chr4	146402950	+	SMAD1
chr4	146424132	-	SMAD1-AS2
chr18	45457517	-	SMAD2
chr15	67358194	+	SMAD3
chr18	48556582	+	SMAD4
chr5	135468533	+	SMAD5
chr5	135470579	-	SMAD5-AS1
chr15	66994673	+	SMAD6
chr18	46477081	-	SMAD7
chr13	37494409	-	SMAD9
chr12	51664202	-	SMAGP
chr6	71377473	+	SMAP1
chr1	40839377	+	SMAP2
chrX	128657482	-	SMARCA1
chr9	2015218	+	SMARCA2
chr19	11071597	+	SMARCA4
chr4	144434615	+	SMARCA5
chr4	144435990	-	SMARCA5-AS1
chr4	95128758	+	SMARCAD1
chr2	217277136	+	SMARCAL1
chr22	24129149	+	SMARCB1
chr3	47823405	-	SMARCC1
chr12	56583351	-	SMARCC2
chr12	50478982	+	SMARCD1
chr17	61920351	-	SMARCD2
chr7	150974231	-	SMARCD3
chr17	38804103	-	SMARCE1
chrX	53449677	-	SMC1A
chr22	45809500	-	SMC1B
chr9	106856540	+	SMC2
chr9	106854755	-	SMC2-AS1
chr10	112327448	+	SMC3
chr3	160117091	+	SMC4
chr9	72873877	+	SMC5
chr9	72873790	-	SMC5-AS1
chr2	17935096	-	SMC6
chr18	2655885	+	SMCHD1
chr3	196242237	-	SMCO1
chr12	27619742	+	SMCO2
chr12	14967116	-	SMCO3
chr11	93276546	-	SMCO4
chr1	152850797	+	SMCP
chr17	17682843	-	SMCR5
chr17	18218593	+	SMCR8
chr22	42475694	+	SMDT1
chr14	91976824	-	SMEK1
chr2	55844860	-	SMEK2
chrX	27481458	-	SMEK3P
chr16	18937726	-	SMG1
chr16	22448328	+	SMG1P1
chr16	30317244	-	SMG1P2
chr16	21513602	-	SMG1P3
chr16	30346695	-	SMG1P5
chr16	70259936	-	SMG1P7
chr1	156252620	-	SMG5
chr17	2207069	-	SMG6
chr1	183441505	+	SMG7
chr1	183441117	-	SMG7-AS1
chr17	57287370	+	SMG8
chr19	44259142	-	SMG9
chr1	3689324	+	SMIM1
chrX	134124967	+	SMIM10
chr21	35747748	+	SMIM11
chr1	35325417	-	SMIM12
chr6	11094265	+	SMIM13
chr4	39640481	-	SMIM14
chr5	60458302	-	SMIM15
chr19	57154526	+	SMIM17
chr8	30496116	+	SMIM18
chr8	42396297	+	SMIM19
chr13	44735393	-	SMIM2
chr13	44684684	+	SMIM2-AS1
chr13	44732358	-	SMIM2-IT1
chr4	25915813	+	SMIM20
chr18	73139589	-	SMIM21
chr16	4838397	+	SMIM22
chr5	171212875	+	SMIM23
chr19	3480540	-	SMIM24
chr5	150157507	+	SMIM3
chr3	52570620	+	SMIM4
chr17	73629513	+	SMIM5
chr17	73642645	+	SMIM6
chr19	16770968	-	SMIM7
chr6	88032305	+	SMIM8
chrX	154062937	-	SMIM9
chr7	129142319	+	SMKR1
chr6	131148544	+	SMLR1
chr5	69345349	+	SMN1
chr5	69345349	+	SMN2
chr10	112064707	-	SMNDC1
chr7	128828712	+	SMO
chr14	70346113	+	SMOC1
chr6	168841830	+	SMOC2
chr20	4129425	+	SMOX
chr11	6411643	+	SMPD1
chr6	109761930	+	SMPD2
chr16	68482409	-	SMPD3
chr2	130940323	-	SMPD4
chr6	123110193	+	SMPDL3A
chr1	28261503	+	SMPDL3B
chrX	21776278	-	SMPX
chr4	71226492	+	SMR3A
chr4	71248794	+	SMR3B
chrX	21958690	+	SMS
chr22	31477281	+	SMTN
chr11	57310113	+	SMTNL1
chr17	4487275	+	SMTNL2
chr9	33076714	-	SMU1
chr12	54582778	-	SMUG1
chr7	98741743	-	SMURF1
chr17	62658386	-	SMURF2
chr2	88367298	+	SMYD1
chr1	214454564	+	SMYD2
chr1	246670644	-	SMYD3
chr17	1733175	-	SMYD4
chr2	73441365	+	SMYD5
chr20	48599512	+	SNAI1
chr8	49833999	-	SNAI2
chr16	88752882	-	SNAI3
chr16	88729780	+	SNAI3-AS1
chr15	42787503	+	SNAP23
chr20	10199476	+	SNAP25
chr20	10200154	-	SNAP25-AS1
chr22	21213291	+	SNAP29
chr1	227922696	+	SNAP47
chr6	84419127	-	SNAP91
chr14	62229074	+	SNAPC1
chr19	7985193	+	SNAPC2
chr9	15422781	+	SNAPC3
chr9	139292889	-	SNAPC4
chr15	66790146	-	SNAPC5
chr1	153631129	+	SNAPIN
chr19	48421685	+	SNAR-A1
chr19	48427035	+	SNAR-A10
chr19	48427035	+	SNAR-A11
chr19	48410934	+	SNAR-A12
chr19	48410934	+	SNAR-A13
chr19	48427035	+	SNAR-A14
chr19	48421685	+	SNAR-A2
chr19	48427035	+	SNAR-A3
chr19	48427035	+	SNAR-A4
chr19	48427035	+	SNAR-A5
chr19	48427035	+	SNAR-A6
chr19	48427035	+	SNAR-A7
chr19	48427035	+	SNAR-A8
chr19	48427035	+	SNAR-A9
chr19	50642494	-	SNAR-B1
chr19	50642494	-	SNAR-B2
chr19	48416307	+	SNAR-C1
chr19	48416307	+	SNAR-C2
chr19	48453552	+	SNAR-C3
chr19	48442797	+	SNAR-C4
chr19	48416307	+	SNAR-C5
chr19	50643577	-	SNAR-D
chr19	47333961	-	SNAR-E
chr19	51108219	+	SNAR-F
chr19	49540276	+	SNAR-G1
chr19	49535044	-	SNAR-G2
chr2	78182152	-	SNAR-H
chr3	190595718	+	SNAR-I
chr4	90759447	-	SNCA
chr4	90757551	+	SNCA-AS1
chr5	121647819	+	SNCAIP
chr5	176057557	-	SNCB
chr10	88718287	+	SNCG
chr7	127292201	+	SND1
chr7	127637561	+	SND1-IT1
chr2	241938254	+	SNED1
chr17	47022154	-	SNF8
chr11	62623360	-	SNHG1
chr14	96001209	-	SNHG10
chr20	37075296	+	SNHG11
chr1	28908366	-	SNHG12
chr7	45026259	-	SNHG15
chr17	74553845	+	SNHG16
chr20	37064018	-	SNHG17
chr5	9546311	+	SNHG18
chr17	75084724	+	SNHG20
chr15	83419315	+	SNHG21
chr18	47340392	+	SNHG22
chr14	101433988	+	SNHG24
chr1	28832454	+	SNHG3
chr5	138609440	+	SNHG4
chr6	86388451	-	SNHG5
chr8	67837777	-	SNHG6
chr9	139622636	-	SNHG7
chr4	119199916	+	SNHG8
chr16	2014996	+	SNHG9
